,track_id,genre,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
136,7ao5gxRowgb0fTTuwvhDeu,[],Cupidon,0.793,0.473,8,-8.681,1,0.0888,0.243,0.00017,0.0976,0.0372,111.144
137,3WlbeuhfRSqU7ylK2Ui5U7,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062
138,2tznHmp70DxMyr2XhWLOW0,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues', 'rock']",Cage The Elephant,0.635,0.675,2,-3.445,1,0.0263,0.0801,0.0,0.0831,0.273,113.946
139,09byaVBbIvJWJHdZEl4Sin,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'escape room', 'indie soul', 'metropopolis']",Blood Orange,0.739,0.326,5,-10.376,0,0.0369,0.512,0.0515,0.137,0.273,97.354
140,3l3xTXsUXeWlkPqzMs7mPD,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",Boyz II Men,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703
141,2qhId6ko1ug9A0mw8BQJs8,"['alternative r&b', 'indie r&b', 'pop r&b', 'trap soul']",Arin Ray,0.713,0.475,6,-4.436,0,0.0659,0.0608,7.55e-06,0.156,0.33,87.022
142,2aPTvyE09vUCRwVvj0I8WK,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",A$AP Rocky,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005
143,2M9ro2krNb7nr7HSprkEgo,"['folk', 'lilith', 'pop rock', 'singer-songwriter', ""women's music""]",Tracy Chapman,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951
144,2OJAJkXXfuNHLElpkteLCk,['neo r&b'],Knox Brown,0.834,0.504,6,-8.671,0,0.0886,0.267,0.000534,0.119,0.591,100.011
145,56uXDJRCuoS7abX3SkzHKQ,"['melodic rap', 'philly rap', 'rap', 'trap']",Lil Uzi Vert,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047
146,0AyGMw9WRfoQjHukIz2dv1,['jam band'],Dead & Company,0.45,0.368,9,-16.91,1,0.0511,0.387,0.0442,0.946,0.431,81.43
147,4nwxCitFgnLugXCl0JFNTJ,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']",Pusha T,0.722,0.702,7,-6.688,1,0.347,0.0127,0.0051,0.384,0.424,150.056
148,0GjDYSp1bNyjggwPadwlyf,"['dance pop', 'pop', 'r&b']",Beyoncé,0.872,0.445,2,-7.631,0,0.0934,0.27,0.0012,0.345,0.763,120.024
149,0KOE1hat4SIer491XKk4Pa,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",Sam Cooke,0.212,0.383,10,-10.071,1,0.0347,0.723,0.0,0.299,0.452,173.79
150,5LKzqs734Xs528hqK8bGS1,"['alternative r&b', 'hip hop', 'indie r&b', 'indie soul', 'la pop', 'rap']",SiR,0.623,0.585,0,-7.895,1,0.124,0.0628,0.000155,0.119,0.538,158.273
151,4JclCBySJNsUApnATXnhNS,['scandipop'],Jarami,0.723,0.423,5,-7.549,0,0.0302,0.133,0.0,0.309,0.558,113.064
152,1WcnFCRTDDEmyXwAZC4rGI,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",Vince Staples,0.858,0.646,8,-7.127,0,0.267,0.0274,0.0,0.0752,0.738,144.964
153,7DmTaJoM7L020qm3egqNsM,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",The 1975,0.478,0.456,7,-6.844,1,0.0529,0.122,1.98e-05,0.214,0.268,171.9
154,5hc71nKsUgtwQ3z52KEKQk,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",The 1975,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045
155,2h7mb3d1C4JgxHyDzFOi7P,"['indie pop', 'indietronica']",No Rome,0.807,0.816,8,-5.779,1,0.0284,0.01,0.0301,0.074,0.935,102.002
156,5FYYGR9dUsN7qSbuKriwxO,"['indie pop', 'indietronica']",No Rome,0.539,0.486,1,-5.509,1,0.0752,0.0923,0.0,0.145,0.247,90.041
157,6VRcAPCdpMviIpZzfdiO3G,"['indie pop', 'indietronica']",No Rome,0.678,0.755,8,-4.682,0,0.0461,0.0926,0.0311,0.117,0.573,82.531
158,4qjLvvBh5ZeKEPyShKRf06,"['indie pop', 'indietronica']",No Rome,0.543,0.682,3,-5.81,1,0.113,0.218,1.53e-06,0.085,0.424,179.969
159,6Ha8pqxdSJHdPY4tlzPhlT,"['indie pop', 'indietronica']",No Rome,0.603,0.688,5,-7.846,1,0.0374,0.216,1.74e-05,0.123,0.325,147.962
160,7p7TD0DYdVolKyKAjFxYTc,"['alternative r&b', 'indie r&b', 'new jersey rap', 'rap']",070 Shake,0.354,0.54,5,-7.091,1,0.0593,0.0184,0.000492,0.237,0.0478,162.096
161,6TFUZ8Bt1brEwomY90SKXi,"['alternative dance', 'art pop', 'chillwave', 'indie pop', 'indie soul', 'indietronica', 'new rave', 'nu gaze']",Toro y Moi,0.629,0.823,1,-5.744,1,0.0597,0.35,0.039,0.0801,0.397,169.961
162,46vutNJsumec3KklIA8CxB,"['alternative r&b', 'portland hip hop', 'vapor soul']",Shy Girls,0.731,0.335,7,-9.672,1,0.0438,0.64,0.271,0.14,0.439,94.991
163,3jPa5O1AnkunXPuT0n9XKm,"['alternative r&b', 'portland hip hop', 'vapor soul']",Shy Girls,0.849,0.31,5,-9.619,1,0.22,0.0805,0.00645,0.111,0.417,98.983
164,2WWvPwXCx4CbydAK9HL5Ne,"['alternative r&b', 'chill r&b', 'indie r&b']",Myles Cameron,0.528,0.387,7,-10.696,1,0.0368,0.764,0.345,0.153,0.129,147.926
165,2UBTZxSp7jJGGSZ5VxlZxk,"['alternative r&b', 'chill r&b', 'indie r&b']",Myles Cameron,0.442,0.393,2,-10.48,0,0.198,0.713,1.35e-05,0.0622,0.261,160.422
166,6b7z3keZ5gDJ2zBnyrke9P,"['alternative dance', 'art pop', 'chillwave', 'indie pop', 'indie soul', 'indietronica', 'new rave', 'nu gaze']",Toro y Moi,0.752,0.482,0,-12.355,0,0.0312,0.075,0.671,0.313,0.416,109.968
167,4hK657ZD5m35WYi30rmERG,"['indie r&b', 'indie soul', 'vapor soul']",Mk.gee,0.526,0.773,4,-7.583,0,0.389,0.818,0.169,0.0758,0.888,103.207
168,51EC3I1nQXpec4gDk0mQyP,['rap'],Travis Scott,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404
169,7lL3MvFWFFSD25pBz72Agj,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",J. Cole,0.559,0.556,6,-7.844,1,0.531,0.553,0.0,0.251,0.362,189.861
170,20s3FayrStM8GY0m4dRFsw,"['alternative hip hop', 'bboy', 'east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",Eric B. & Rakim,0.878,0.851,7,-8.971,1,0.232,0.00228,0.00125,0.0509,0.404,99.014
171,3w5ZiknYMCFPstaj7Qy3y9,['dutch pop'],JAEL,0.664,0.427,7,-11.36,0,0.0901,0.131,0.000262,0.361,0.135,119.927
172,4J4yA7A68PmgSbjAn425eY,"['pop', 'pop rap', 'post-teen pop']",Kehlani,0.491,0.464,5,-7.188,0,0.0875,0.145,1.57e-06,0.107,0.183,124.352
173,12xVuIohhHSklxvi1ItKGA,"['pop', 'pop rap', 'post-teen pop']",Kehlani,0.724,0.564,1,-4.627,0,0.0591,0.498,0.0,0.107,0.541,113.943
174,6TrdeNEgbKuBqIToRfdWMY,"['pop', 'pop rap', 'post-teen pop']",Kehlani,0.43,0.703,2,-3.684,1,0.229,0.521,0.0,0.132,0.435,45.78
175,0uDdI4fAXCuNhQbmxENdsO,"['pop', 'pop rap', 'post-teen pop']",Kehlani,0.493,0.786,6,-3.948,1,0.233,0.454,0.0,0.0992,0.535,117.03
176,0smgkpVia3VCXgY4qhVJvp,"['alternative r&b', 'indie r&b', 'new jersey rap', 'rap']",070 Shake,0.539,0.638,7,-6.049,1,0.136,0.00676,0.0,0.123,0.222,179.822
177,4ja2gzrNh9VNigzoXfmbwD,"['alternative r&b', 'indie r&b', 'pop']",Peach Tree Rascals,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011
178,5QZ11AHm7xiytOGXGlxQi5,"['dance pop', 'pop', 'r&b', 'trap', 'urban contemporary']",Trey Songz,0.619,0.719,0,-4.111,1,0.157,0.0227,0.0,0.0839,0.351,86.036
179,67lKDoCZbRCJDa4RT68eme,"['atl hip hop', 'rap', 'trap']",21 Savage,0.727,0.496,5,-10.386,0,0.178,0.0893,0.00011,0.0987,0.504,130.061
180,3ZS6nAQHjvHezX2ncHma2s,['trap queen'],Wolftyla,0.828,0.323,8,-11.44,0,0.0622,0.231,0.000218,0.11,0.272,97.038
181,6LiNJMtha1IS7S6EFw4WIw,[],Rasharn Powell,0.42,0.377,7,-7.212,1,0.0369,0.237,2.7e-05,0.129,0.0387,69.178
182,5yLNxobo4GFRAkSqtjtWtT,[],Rasharn Powell,0.549,0.378,9,-9.68,1,0.27,0.321,5.29e-06,0.107,0.387,92.125
183,0W3G7MxDEBA1ld9QoTM97o,[],Rasharn Powell,0.741,0.644,4,-8.518,0,0.222,0.135,0.372,0.126,0.301,101.851
184,5H4mXWKcicuLKDn4Jy0sK7,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46
185,6sa7PdpGbqrTd5IEdn5T2v,"['alternative dance', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']",Caribou,0.727,0.697,1,-8.942,1,0.0503,0.369,0.468,0.115,0.604,100.003
186,2QGVVT3fURQdOKD5QhOTeb,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.581,0.827,8,-7.256,1,0.405,0.56,0.0,0.136,0.558,92.286
187,7zbX1txfcs42K2PlhFJNNE,"['afrofuturism', 'alternative r&b', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Solange,0.507,0.466,1,-11.966,1,0.0862,0.655,0.363,0.0929,0.11,157.013
188,2TyCAfhwu5tRqFW8VnGMIL,"['afrofuturism', 'alternative r&b', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Solange,0.823,0.411,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.997
189,48EjSdYh8wz2gBxxqzrsLe,"['afrofuturism', 'alternative r&b', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Solange,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988
190,6GCIYIWUBSLontW6divqsw,"['afrofuturism', 'alternative r&b', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Solange,0.823,0.558,9,-7.119,1,0.0278,0.397,2.03e-05,0.0821,0.674,155.974
191,1AY7xcMNSEoX1GQJcKb6kV,"['afrofuturism', 'alternative r&b', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Solange,0.735,0.798,0,-6.175,1,0.127,0.0579,0.0677,0.161,0.464,113.997
192,22DHmfJa31hKpc2Lg0gVBV,"['afrofuturism', 'alternative r&b', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Solange,0.827,0.477,0,-5.025,1,0.254,0.101,4.15e-05,0.0908,0.599,119.807
193,3Osd3Yf8K73aj4ySn6LrvK,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",JAY-Z,0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78
194,5pjWzUc1tVcewUTdDJd6Ce,[],Sun Rai,0.877,0.542,2,-9.102,1,0.0419,0.224,0.132,0.0858,0.509,111.474
195,5ZZwWo5tBpa1IxEuASX5CL,['modern indie pop'],AUDREY NUNA,0.807,0.411,1,-6.945,0,0.106,0.361,0.000263,0.101,0.635,68.495
196,5RLCGG5SaDfTRQ3Lwj1fci,[],Domani,0.647,0.243,8,-14.466,1,0.0408,0.4,8.33e-05,0.122,0.328,110.082
197,24G1PXBWoRgV0wDXZKwxzz,"['afrofuturism', 'indie r&b', 'rap']",Steve Lacy,0.838,0.536,2,-6.288,1,0.0435,0.072,0.000259,0.208,0.89,119.956
198,5HGU08aDQkOjwogqE3SwhG,"['canadian contemporary r&b', 'pop']",Daniel Caesar,0.476,0.592,10,-7.252,1,0.337,0.728,3.06e-06,0.115,0.578,79.68
199,6XNANAB7sFvkfho6bMCp7o,"['hip hop', 'pop', 'rap']",Jaden,0.569,0.86,9,-4.116,1,0.043,0.135,0.0,0.153,0.289,90.937
200,7BFsQB2C6KmaiqjKfHVWmG,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",PARTYNEXTDOOR,0.789,0.741,0,-5.671,0,0.133,0.147,0.0179,0.0869,0.814,95.986
201,6DwiGVCgXGREeCyJZtX7S1,"['alternative r&b', 'electropop', 'indie r&b', 'nyc pop', 'pop', 'vapor soul']",Cautious Clay,0.654,0.47,1,-10.383,0,0.0586,0.274,0.249,0.103,0.462,77.083
202,4mmkhcEm1Ljy1U9nwtsxUo,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089
203,4ehkZtzPTbjsRULRfQSWYu,"['modern blues', 'soul']",Leon Bridges,0.693,0.259,1,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972
204,4at3d5QWnlibMVN75ECDrp,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",6LACK,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099
205,1rkczjrPToWgR7ldFn2fzu,['st louis rap'],Matty Wood$,0.71,0.643,7,-14.703,1,0.194,0.0451,0.0,0.0628,0.687,167.948
206,6UNbxjqCiSeNZAJeYxBJjM,"['indie r&b', 'modern indie pop']",Serena Isioma,0.676,0.554,5,-5.965,0,0.073,0.26,4.77e-05,0.1,0.43,89.008
207,3yhlH8lhTpS03d91kuwjpf,"['alternative r&b', 'escape room', 'indie r&b']",Tierra Whack,0.511,0.441,4,-10.264,0,0.0563,0.749,0.0,0.123,0.382,125.117
208,5ZBeML7Lf3FMEVviTyvi8l,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631
209,2EqlS6tkEnglzr7tkKAAYD,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007
210,4HDCLYli2SUdkq9OjmvhSD,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",PARTYNEXTDOOR,0.43,0.7,6,-5.35,1,0.264,0.0902,0.0,0.216,0.731,158.373
211,2BwTTHpaBZ9DuARYrIccyh,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",PARTYNEXTDOOR,0.285,0.329,8,-12.212,1,0.0446,0.526,0.0205,0.158,0.148,159.409
212,43mwjiAXLMqkOv4vtlNweU,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",Joyner Lucas,0.844,0.574,4,-4.886,0,0.382,0.306,0.0,0.11,0.476,158.047
213,6XH0KeCZ0nRysAeSJYRFFg,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",Joyner Lucas,0.587,0.665,2,-6.998,1,0.372,0.197,0.0,0.112,0.222,96.016
214,5BNo3j2oHvfKLgj8yPZl56,"['chill r&b', 'indie r&b']",Weston Estate,0.623,0.51,0,-8.466,0,0.0287,0.638,0.000275,0.116,0.701,116.972
215,2ynqtdm2zE73wuNKjGItwp,"['alternative r&b', 'canadian contemporary r&b', 'pop', 'pop r&b', 'r&b', 'trap soul', 'urban contemporary']",dvsn,0.77,0.458,1,-10.663,0,0.105,0.0533,1.53e-05,0.139,0.177,127.956
216,5bJ1DrEM4hNCafcDd1oxHx,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",Mac Miller,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894
217,7xAE36UUNgyDJDIM4yiucY,"['alternative r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",Teedra Moses,0.866,0.679,6,-6.74,0,0.388,0.214,4.8e-06,0.101,0.272,115.015
218,1HGyhNaRUFEDBiVLbvtbL6,"['funana', 'lovers rock', 'reggae']",Chaka Demus & Pliers,0.883,0.733,11,-9.153,0,0.128,0.161,0.00026,0.334,0.947,95.103
219,543YcSR2dHRtlqg0wJ5cFv,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.473,0.551,0,-7.44,0,0.0582,0.412,0.186,0.0874,0.263,109.001
220,5jbP56kEW0UPoGBICpl7VT,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.618,0.654,8,-6.091,1,0.0713,0.0084,0.0001,0.0647,0.712,171.032
221,2DoQOnQ0dPOTSYWhBFMK58,"['alternative dance', 'big beat', 'dance-punk', 'disco house', 'electro house', 'electronica', 'indietronica', 'new rave']",Digitalism,0.407,0.858,5,-6.658,1,0.0758,0.00607,0.767,0.0893,0.136,189.928
222,0XEhhANHRAqXM9c3JSvLfX,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.835,0.527,7,-7.272,0,0.128,0.204,0.000423,0.283,0.611,106.003
223,2uYvD3d08f8KtAsIJSrNsR,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.823,0.385,2,-9.714,1,0.34,0.0299,0.00247,0.107,0.241,118.053
224,0rkGXA4FLf6BLjUeX5tXQm,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.81,0.667,1,-7.008,1,0.235,0.0357,6.29e-06,0.201,0.34,109.927
225,7BlzQ7REJYtxq2V0mfkVi9,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.825,0.694,1,-7.612,1,0.174,0.0248,0.0118,0.357,0.812,112.016
226,7vVt8SWwE0FbCOVNBFi7n1,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.482,0.662,1,-7.652,1,0.378,0.00684,9.96e-05,0.159,0.281,145.648
227,1sOW4PuG5X3Ie3EXUhAopJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74
228,4F7A0DXBrmUAkp32uenhZt,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525
229,5QO79kh1waicV47BqGRL3g,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051
230,40U8d12pC5UHqmHwXjHjjl,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.555,0.619,0,-7.918,1,0.0314,0.0323,0.000224,0.0917,0.141,95.032
231,7szuecWAPwGoV1e5vGu8tl,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
232,3orEOtd8CPL8GFlpRpKuoE,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946
233,6b5P51m8xx2XA6U7sdNZ5E,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375
234,3Qa944OTMZkg8DHjET8JQv,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",Mac Miller,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011
235,6W2Ef5Ph6ILTUAedoQ3QIv,"['dance pop', 'pop']",Justin Timberlake,0.853,0.811,6,-4.926,0,0.0646,0.0439,0.000304,0.0703,0.901,114.961
236,74HK5xdyRLyvl278Qp31pe,['uk pop'],Maya Delilah,0.483,0.281,8,-11.003,0,0.0835,0.844,0.000183,0.218,0.338,99.974
237,7yavoMxOxtZk7QPUAAkbad,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.642,0.502,7,-6.68,0,0.121,0.0454,0.0,0.116,0.313,79.993
238,1RYibLoUBdckot7lYPxu96,"['art pop', 'indie r&b', 'indie soul', 'uk alternative pop']",James Blake,0.58,0.469,8,-8.655,0,0.118,0.778,6.79e-05,0.099,0.289,176.019
239,4qkVALwOxCIEZ7I5gkZ3m4,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop']",UMI,0.785,0.27,5,-14.457,1,0.0892,0.255,0.00132,0.0953,0.12,131.894
240,463PQggkmk5tTw8ug0ahOX,"['pop', 'pop rap', 'rap']",SZA,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979
241,438wODjSTL2jgn1nePaNew,"['boy band', 'hip hop', 'rap']",BROCKHAMPTON,0.661,0.523,8,-5.902,1,0.0381,0.483,0.0,0.469,0.536,122.948
242,5Ggfa9cpkpfp5D6Rg0Yyw1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.472,0.468,3,-5.815,1,0.184,0.163,0.0,0.586,0.404,81.94
243,4RI9eX7jNcdaQOJifn7t6z,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.521,0.762,2,-6.746,1,0.529,0.138,1.11e-05,0.114,0.266,164.09
244,6Na5uKk5SsqZimk0hAWo8y,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374
245,4qbYw78uTbZDU98qpRXG0c,"['electropop', 'indie electropop', 'indie poptimism', 'indie soul', 'vapor soul']",Litany,0.707,0.706,1,-6.761,0,0.0468,0.021,7.15e-06,0.073,0.627,99.954
246,2Cgo1Se6ohBxvXFa1VuRoT,"['electropop', 'indie electropop', 'indie poptimism', 'indie soul', 'vapor soul']",Litany,0.748,0.509,2,-7.092,1,0.0444,0.445,0.000358,0.165,0.824,123.976
247,2drEUEg0TYQR6dDEHkpuPE,"['australian psych', 'neo-psychedelic']",Tame Impala,0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965
248,31ZurLH7s71LBJXO003zpy,"['indie r&b', 'underground hip hop']",Healy,0.812,0.35,6,-7.566,0,0.0428,0.291,0.0295,0.0951,0.41,123.988
249,41s8bVDv8tt5RiJ6V12grq,[],Danny Dwyer,0.637,0.227,5,-12.486,0,0.0402,0.75,0.00853,0.119,0.611,180.29
250,4fiYSa6ln7h0scprgNEs0g,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.307,0.625,5,-8.983,0,0.062,0.472,0.000577,0.144,0.183,180.467
251,29fTi7Tdh9CiU8HuVDaqVY,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.693,0.323,3,-11.97,0,0.0306,0.405,2.19e-05,0.149,0.669,129.964
252,1yhDPgIPGoe3Bf8wRsK4u7,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.565,0.446,0,-9.26,0,0.0531,0.693,0.0,0.469,0.266,140.121
253,6fRgjqJptZry7fipP2Beyh,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.497,0.803,5,-4.46,0,0.132,0.0447,1.77e-05,0.424,0.155,183.883
254,5Xhsf1DLA9j2pVyCbqjkLh,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop']",UMI,0.74,0.666,0,-5.082,1,0.0441,0.318,5.4e-05,0.327,0.756,105.978
255,630Ug0XtmhhFvAKo0PNuEI,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop']",UMI,0.84,0.344,5,-8.613,0,0.0374,0.456,3.36e-05,0.35,0.526,111.994
256,6YtylNU7D1S5SeO529q2AN,"['alternative r&b', 'bedroom soul', 'electropop', 'indie pop', 'indie r&b', 'pop']",Ryan Beatty,0.586,0.563,10,-8.366,1,0.054,0.25,0.000687,0.113,0.283,82.791
257,6bsg90K6hmiDiGF839rOPE,"['bedroom soul', 'pop']",Pink Sweat$,0.66,0.139,6,-16.339,0,0.0323,0.964,1.1e-05,0.105,0.312,79.975
258,5l5wRXA7asTNjh3V0oNGPs,"['canadian hip hop', 'hip hop', 'pop rap', 'trap', 'trap soul']",Roy Woods,0.784,0.653,1,-6.022,1,0.0365,0.0126,2.48e-06,0.317,0.348,108.064
259,2rTnVB1bvwxHtaIl4uVu7f,"['pop', 'pop rap', 'r&b', 'urban contemporary']",H.E.R.,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028
260,0nKvSEAxTM0CeWllXv0Ay8,['soul flow'],Spree Wilson,0.925,0.381,6,-13.354,0,0.055,0.403,0.0,0.113,0.876,114.062
261,4mL59LVbKgOpEACxraGYdr,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']",Jhené Aiko,0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023
262,0UE0RhnRaEYsiYgXpyLoZc,"['alternative r&b', 'canadian contemporary r&b', 'pop', 'pop r&b', 'r&b', 'trap soul', 'urban contemporary']",dvsn,0.765,0.398,7,-8.993,0,0.037,0.0681,8.48e-06,0.14,0.348,95.976
263,2xyx0o4xNOLLjBSbOOdcbA,['pop'],Summer Walker,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918
264,3pXF1nA74528Edde4of9CC,"['kentucky hip hop', 'pop', 'pop rap', 'rap', 'trap']",Bryson Tiller,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991
265,1FJrsh1NbV9eRw5JQt3M4e,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.639,0.633,3,-7.338,0,0.0352,0.574,0.000218,0.111,0.243,129.996
266,7xqANDRz8JFxkwfY65WISy,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.287,0.498,6,-7.523,0,0.177,0.581,7.56e-05,0.322,0.0634,171.725
267,3PsS445MHcmtroGTstfTbm,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.665,0.612,2,-4.664,0,0.0314,0.487,0.000194,0.183,0.25,120.989
