,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
567,0.752,0.396,2.0,-7.932,1.0,0.411,0.867,0.0,0.0486,0.417,116.016
568,0.841,0.682,2.0,-7.007,1.0,0.0458,0.113,9.65e-05,0.131,0.338,94.985
569,0.765,0.542,1.0,-6.755,1.0,0.39,0.278,1.87e-05,0.609,0.734,171.945
570,0.431,0.377,2.0,-9.753,1.0,0.0288,0.749,0.0,0.211,0.353,173.67
571,0.746,0.609,9.0,-10.14,1.0,0.0332,0.357,0.00713,0.959,0.608,99.94
572,0.392,0.456,9.0,-9.679,1.0,0.0424,0.725,0.0651,0.674,0.36,143.591
573,0.25,0.903,11.0,-4.772,0.0,0.081,0.0575,0.000383,0.966,0.571,172.182
574,0.713,0.472,2.0,-8.02,0.0,0.0311,0.799,0.02,0.137,0.649,102.055
575,0.611,0.313,4.0,-10.242,1.0,0.0339,0.835,0.000315,0.111,0.378,134.858
576,0.53,0.199,9.0,-10.217,1.0,0.0303,0.909,0.000453,0.133,0.239,150.191
577,0.493,0.315,2.0,-7.359,1.0,0.0287,0.834,0.00662,0.107,0.243,139.514
578,0.794,0.653,7.0,-7.839,1.0,0.104,0.0489,4.88e-05,0.1,0.397,117.996
579,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.0018,0.329,0.37,103.967
580,0.834,0.433,0.0,-9.607,1.0,0.174,0.0258,0.0,0.633,0.229,133.938
581,0.59,0.468,10.0,-11.083,0.0,0.185,0.0789,0.0,0.101,0.349,92.287
582,0.878,0.406,1.0,-9.961,1.0,0.248,0.134,0.000234,0.112,0.784,128.014
583,0.623,0.74,1.0,-6.942,1.0,0.307,0.0635,0.0,0.366,0.35,82.877
584,0.582,0.677,7.0,-7.081,1.0,0.172,0.0312,6.6e-06,0.122,0.205,193.818
585,0.429,0.43,2.0,-11.373,1.0,0.165,0.338,1.18e-05,0.138,0.125,174.983
586,0.405,0.911,7.0,-6.842,0.0,0.0561,0.346,0.0687,0.695,0.306,118.461
587,0.634,0.596,1.0,-9.687,0.0,0.0466,0.0277,0.0178,0.784,0.565,79.576
588,0.549,0.324,2.0,-10.743,1.0,0.0339,0.576,0.00189,0.92,0.459,109.738
589,0.602,0.816,9.0,-7.579,1.0,0.0537,0.00539,0.0494,0.689,0.453,92.801
590,0.408,0.623,4.0,-8.054,1.0,0.0312,0.43,0.00105,0.707,0.371,183.202
591,0.496,0.364,7.0,-10.579,1.0,0.0439,0.678,0.175,0.351,0.277,96.356
592,0.543,0.344,7.0,-9.599,1.0,0.035,0.673,0.00329,0.813,0.477,115.281
593,0.846,0.507,1.0,-11.352,0.0,0.0396,0.302,0.0293,0.513,0.736,97.944
594,0.437,0.812,2.0,-7.12,1.0,0.0327,0.00897,0.0061,0.164,0.498,90.507
595,0.597,0.924,1.0,-6.544,1.0,0.0425,0.165,0.00743,0.127,0.799,109.841
596,0.232,0.968,7.0,-5.597,1.0,0.102,0.000379,0.136,0.938,0.419,188.686
597,0.556,0.702,0.0,-10.079,0.0,0.205,0.517,0.0,0.342,0.793,155.948
598,0.684,0.486,1.0,-10.155,1.0,0.132,0.00268,0.000148,0.157,0.355,131.913
599,0.487,0.712,8.0,-7.323,1.0,0.27,5.2e-05,0.0,0.198,0.397,156.209
600,0.492,0.26,9.0,-17.341,0.0,0.0921,0.646,0.00178,0.0705,0.312,111.519
601,0.629,0.515,0.0,-10.358,0.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845
602,0.418,0.546,0.0,-9.057,0.0,0.238,0.227,0.0,0.229,0.294,160.152
603,0.636,0.566,6.0,-7.16,0.0,0.106,0.365,0.000353,0.0917,0.425,151.894
604,0.489,0.57,1.0,-10.291,1.0,0.306,0.759,2.1e-06,0.179,0.584,185.516
605,0.758,0.465,7.0,-6.547,1.0,0.0374,0.489,5.21e-05,0.116,0.759,138.902
606,0.85,0.461,6.0,-9.018,0.0,0.0539,0.591,0.0409,0.1,0.628,94.038
607,0.718,0.583,7.0,-7.884,1.0,0.0288,0.623,0.000662,0.0612,0.422,119.97
608,0.761,0.598,9.0,-5.838,0.0,0.0268,0.151,0.00259,0.0314,0.937,103.978
609,0.858,0.6,2.0,-6.677,1.0,0.063,0.547,0.00113,0.132,0.513,106.023
610,0.822,0.318,10.0,-12.391,1.0,0.0575,0.493,0.0128,0.11,0.138,102.998
611,0.889,0.372,7.0,-10.254,0.0,0.357,0.013,0.0,0.184,0.123,133.997
612,0.85,0.473,10.0,-5.747,0.0,0.209,0.117,0.0103,0.108,0.38,85.454
613,0.585,0.909,8.0,-6.474,1.0,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
614,0.486,0.849,1.0,-5.432,1.0,0.246,0.0481,0.0,0.143,0.519,152.086
615,0.754,0.575,4.0,-8.393,0.0,0.0682,0.045,0.00131,0.276,0.491,86.009
616,0.899,0.586,11.0,-7.866,0.0,0.343,0.279,0.0,0.0836,0.492,150.002
617,0.912,0.412,7.0,-8.074,1.0,0.123,0.0165,0.0126,0.104,0.423,154.983
618,0.654,0.76,0.0,-3.669,0.0,0.045,0.0797,0.0,0.299,0.41,99.945
619,0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.418
620,0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02
621,0.282,0.499,4.0,-7.969,1.0,0.0292,0.273,0.908,0.153,0.279,95.95
622,0.914,0.572,2.0,-8.82,1.0,0.166,0.0709,0.00237,0.0599,0.203,123.963
623,0.636,0.501,11.0,-7.26,0.0,0.329,0.413,0.0,0.339,0.196,82.309
624,0.8,0.406,6.0,-8.892,0.0,0.268,0.636,0.0,0.109,0.274,120.999
625,0.81,0.353,6.0,-9.931,0.0,0.31,0.588,0.0,0.102,0.0727,88.031
626,0.901,0.464,5.0,-9.789,0.0,0.0645,0.368,1.71e-05,0.238,0.638,109.004
627,0.828,0.689,7.0,-7.878,1.0,0.0326,0.325,0.0384,0.0808,0.853,123.931
628,0.657,0.481,1.0,-8.503,0.0,0.0815,0.799,6.03e-06,0.105,0.161,88.348
629,0.764,0.534,1.0,-10.966,0.0,0.0982,0.546,0.0823,0.404,0.647,143.519
630,0.624,0.803,9.0,-5.107,0.0,0.218,0.0453,0.0,0.318,0.172,92.401
631,0.442,0.71,7.0,-5.142,1.0,0.684,0.0264,0.0,0.618,0.508,205.116
632,0.885,0.477,6.0,-9.196,0.0,0.0664,0.000131,0.000664,0.336,0.691,130.078
633,0.747,0.662,1.0,-7.9,0.0,0.0796,0.0118,0.0,0.138,0.63,88.926
634,0.765,0.29,4.0,-17.117,0.0,0.139,0.0279,1.02e-06,0.571,0.506,92.409
635,0.824,0.707,9.0,-7.893,1.0,0.285,0.415,0.0,0.106,0.847,94.708
636,0.539,0.363,10.0,-13.888,0.0,0.166,0.701,3.18e-06,0.14,0.549,136.422
637,0.486,0.797,9.0,-7.632,0.0,0.231,0.06,0.0,0.331,0.745,87.445
638,0.535,0.505,2.0,-8.926,0.0,0.245,0.0393,0.0,0.0923,0.495,99.935
639,0.593,0.619,3.0,-9.003,0.0,0.0976,0.118,0.0,0.484,0.668,80.02
640,0.904,0.627,1.0,-6.186,1.0,0.103,0.0573,0.0,0.108,0.555,139.984
641,0.855,0.627,9.0,-8.136,1.0,0.22,0.31,0.0,0.104,0.339,139.89
642,0.921,0.607,1.0,-7.397,1.0,0.209,0.525,1.12e-06,0.123,0.753,140.071
643,0.854,0.708,1.0,-5.805,0.0,0.244,0.175,0.0,0.241,0.172,118.032
644,0.847,0.563,6.0,-7.964,0.0,0.422,0.0326,0.0,0.146,0.437,168.095
645,0.753,0.736,1.0,-6.157,0.0,0.0865,0.102,0.0,0.189,0.272,140.994
646,0.699,0.508,8.0,-6.44,1.0,0.047,0.267,8.4e-05,0.0609,0.474,93.971
647,0.572,0.572,6.0,-8.324,1.0,0.301,0.254,0.0,0.191,0.61,94.897
648,0.81,0.538,0.0,-5.784,0.0,0.0356,0.528,0.0,0.0951,0.828,109.97
649,0.668,0.673,1.0,-5.714,1.0,0.145,0.48,0.0,0.194,0.727,171.812
650,0.698,0.454,1.0,-6.756,0.0,0.151,0.123,0.0,0.155,0.137,92.932
651,0.844,0.454,1.0,-9.028,1.0,0.259,0.0723,0.787,0.126,0.274,155.029
652,0.779,0.597,9.0,-9.652,0.0,0.434,0.723,4.47e-05,0.0508,0.646,173.986
653,0.884,0.346,8.0,-8.228,0.0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016
654,0.739,0.405,0.0,-10.897,1.0,0.0852,0.442,0.211,0.158,0.127,157.09
655,0.9,0.365,10.0,-6.395,0.0,0.235,0.147,0.185,0.179,0.136,135.003
656,0.862,0.274,0.0,-5.818,0.0,0.484,0.0974,0.185,0.183,0.146,77.493
657,0.845,0.399,1.0,-7.509,1.0,0.309,0.00525,0.74,0.102,0.148,143.049
658,0.88,0.428,9.0,-8.28,1.0,0.206,0.149,5.07e-05,0.114,0.333,100.007
659,0.782,0.436,2.0,-7.033,1.0,0.155,0.331,1.3e-05,0.342,0.243,82.994
660,0.87,0.35,1.0,-6.082,1.0,0.277,0.00661,0.000483,0.108,0.175,74.963
661,0.879,0.41,8.0,-9.233,1.0,0.551,0.000897,2.09e-05,0.108,0.0703,80.011
662,0.864,0.608,1.0,-10.567,0.0,0.275,0.0531,1.2e-05,0.078,0.963,80.225
663,0.96,0.55,5.0,-8.012,0.0,0.197,0.0187,0.0,0.112,0.798,130.022
664,0.89,0.607,9.0,-6.916,0.0,0.124,0.158,0.000228,0.118,0.224,134.022
665,0.892,0.633,8.0,-7.471,1.0,0.0902,0.0467,0.000189,0.139,0.459,137.994
666,0.872,0.591,6.0,-6.952,0.0,0.359,0.111,0.0,0.144,0.696,131.982
667,0.885,0.52,1.0,-8.353,1.0,0.359,0.000244,1.16e-06,0.454,0.306,84.022
668,0.809,0.461,10.0,-5.677,0.0,0.0907,0.000832,4.43e-05,0.143,0.325,85.992
669,0.841,0.695,9.0,-5.625,1.0,0.415,0.001,4.26e-05,0.189,0.408,173.368
670,0.904,0.575,1.0,-7.823,1.0,0.346,0.0493,0.0,0.256,0.359,141.039
671,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972
672,0.74,0.766,6.0,-2.939,1.0,0.178,0.116,0.0,0.0406,0.807,170.531
673,0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759
674,0.822,0.457,6.0,-10.937,1.0,0.235,0.214,0.000397,0.0766,0.73,99.16
675,0.667,0.747,1.0,-7.059,1.0,0.189,0.337,0.0,0.115,0.918,86.917
676,0.631,0.623,8.0,-6.969,1.0,0.265,0.463,1.7e-06,0.151,0.765,80.23
677,0.423,0.643,6.0,-7.261,1.0,0.287,0.0455,0.0,0.172,0.708,84.336
678,0.639,0.628,6.0,-7.578,0.0,0.0399,0.0381,0.0,0.386,0.43,90.482
679,0.596,0.62,5.0,-6.133,0.0,0.039,0.0122,0.0,0.82,0.102,80.029
680,0.439,0.808,1.0,-6.881,1.0,0.346,0.00305,0.0,0.439,0.487,82.962
681,0.693,0.504,6.0,-8.306,1.0,0.238,0.00299,0.0,0.695,0.723,102.139
682,0.48,0.631,7.0,-5.488,1.0,0.116,0.0791,0.000105,0.149,0.515,84.164
683,0.712,0.759,11.0,-5.397,1.0,0.334,0.016,0.0808,0.217,0.738,79.103
684,0.675,0.747,3.0,-4.46,0.0,0.0741,0.00738,0.0,0.121,0.255,152.928
685,0.7,0.742,8.0,-5.233,1.0,0.347,0.435,0.0,0.092,0.635,140.172
686,0.734,0.683,1.0,-6.105,1.0,0.0776,0.013,0.0,0.28,0.445,162.038
687,0.853,0.805,11.0,-3.331,0.0,0.202,0.146,0.0515,0.204,0.879,134.55
688,0.728,0.628,1.0,-4.766,1.0,0.191,0.01,6.53e-05,0.0735,0.393,160.94
689,0.781,0.597,10.0,-6.794,0.0,0.23,0.0415,0.0,0.152,0.544,158.043
690,0.953,0.38,8.0,-4.941,1.0,0.261,0.00957,0.0,0.127,0.128,133.941
691,0.824,0.595,11.0,-6.346,1.0,0.091,0.0571,3.7e-06,0.0876,0.157,140.039
692,0.801,0.774,1.0,-5.125,1.0,0.157,0.0365,3.03e-06,0.114,0.321,144.988
693,0.881,0.549,10.0,-5.589,1.0,0.272,0.0091,0.0,0.137,0.202,144.019
694,0.642,0.562,11.0,-4.869,0.0,0.0812,0.032,0.0,0.168,0.177,158.001
695,0.665,0.651,1.0,-5.515,1.0,0.156,0.0414,0.0,0.0896,0.237,163.935
696,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903
697,0.671,0.529,0.0,-7.226,1.0,0.307,0.0769,0.000335,0.0856,0.203,161.989
698,0.645,0.785,6.0,-6.016,0.0,0.365,0.0705,0.000111,0.38,0.673,172.174
699,0.936,0.559,7.0,-8.587,0.0,0.157,0.479,0.0,0.128,0.527,112.347
700,0.919,0.622,1.0,-7.384,1.0,0.0997,0.228,4.24e-06,0.122,0.424,140.022
701,0.88,0.335,1.0,-8.742,1.0,0.297,0.226,0.0,0.107,0.213,140.061
702,0.959,0.539,4.0,-6.611,0.0,0.0958,0.172,0.0,0.108,0.657,103.0
703,0.883,0.544,2.0,-7.92,1.0,0.233,0.507,1.6e-06,0.08,0.114,129.993
704,0.678,0.636,1.0,-3.155,1.0,0.0782,0.0064,8.38e-06,0.177,0.0636,83.071
705,0.874,0.485,0.0,-3.026,1.0,0.171,0.0487,0.0,0.299,0.322,92.001
706,0.621,0.678,8.0,-4.104,1.0,0.197,0.142,0.0,0.098,0.0883,88.677
707,0.46,0.697,6.0,-5.954,0.0,0.325,0.0186,0.0,0.362,0.701,153.426
708,0.487,0.729,2.0,-6.815,1.0,0.271,0.0538,4.07e-06,0.44,0.217,91.048
709,0.779,0.572,6.0,-9.985,0.0,0.378,0.157,0.0,0.246,0.647,135.956
710,0.716,0.531,7.0,-7.355,1.0,0.122,0.0703,0.0,0.224,0.344,71.994
711,0.587,0.698,1.0,-8.948,1.0,0.0943,0.0152,0.0,0.442,0.0985,133.954
712,0.546,0.651,1.0,-7.601,1.0,0.3,0.000739,0.0,0.235,0.646,77.878
713,0.67,0.7,1.0,-7.893,1.0,0.196,0.576,5.34e-06,0.226,0.648,69.986
714,0.638,0.523,1.0,-6.664,1.0,0.357,0.00454,0.0,0.0842,0.422,139.913
715,0.746,0.798,0.0,-8.382,1.0,0.349,0.137,0.0,0.139,0.553,109.968
716,0.748,0.705,4.0,-4.547,0.0,0.485,0.204,0.0,0.246,0.483,189.891
717,0.665,0.535,4.0,-7.056,0.0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842
718,0.658,0.535,9.0,-8.983,0.0,0.0573,0.0265,0.0,0.2,0.419,110.684
719,0.706,0.557,0.0,-5.8,1.0,0.0813,0.0347,0.0,0.276,0.205,132.98
720,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
721,0.678,0.562,3.0,-9.197,0.0,0.508,0.193,0.0,0.104,0.566,94.241
722,0.568,0.619,1.0,-6.899,1.0,0.414,0.138,1.67e-06,0.11,0.293,170.115
723,0.588,0.479,1.0,-7.039,1.0,0.281,0.604,7.2e-06,0.527,0.434,150.414
724,0.552,0.731,7.0,-6.873,1.0,0.615,0.0536,0.0,0.258,0.632,174.516
725,0.414,0.78,7.0,-5.741,1.0,0.362,0.36,0.0,0.869,0.509,80.972
726,0.838,0.505,1.0,-9.354,1.0,0.383,0.548,0.00127,0.211,0.407,110.029
727,0.692,0.521,10.0,-8.465,0.0,0.33,0.301,0.0,0.0565,0.463,100.45
728,0.89,0.393,4.0,-10.821,0.0,0.267,0.331,8.81e-06,0.283,0.304,128.084
729,0.516,0.738,11.0,-7.209,1.0,0.414,0.28,0.0,0.621,0.599,175.427
730,0.517,0.705,6.0,-8.205,0.0,0.364,0.0751,0.0,0.128,0.584,175.906
731,0.715,0.652,6.0,-7.909,0.0,0.396,0.101,0.0,0.11,0.498,109.28
732,0.679,0.648,2.0,-5.892,1.0,0.445,0.145,0.0,0.182,0.635,94.378
733,0.829,0.527,6.0,-6.644,0.0,0.367,0.482,0.0,0.631,0.475,116.079
734,0.869,0.385,4.0,-7.801,1.0,0.297,0.135,0.0,0.0931,0.596,149.897
735,0.772,0.498,8.0,-7.661,1.0,0.649,0.115,0.0,0.0898,0.351,81.817
736,0.823,0.783,0.0,-6.274,1.0,0.154,0.21,0.0,0.113,0.199,141.882
737,0.389,0.277,9.0,-13.15,1.0,0.0279,0.495,0.0,0.138,0.402,141.75
738,0.769,0.367,2.0,-11.226,1.0,0.0312,0.684,1.62e-05,0.081,0.535,103.621
739,0.701,0.417,6.0,-7.818,0.0,0.0329,0.0888,0.000648,0.375,0.186,95.003
740,0.392,0.233,11.0,-11.012,0.0,0.0587,0.951,0.000322,0.106,0.494,176.569
741,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061
742,0.4,0.65,5.0,-6.104,0.0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989
743,0.429,0.736,5.0,-8.017,1.0,0.222,0.0696,0.0,0.0852,0.379,89.262
744,0.394,0.433,8.0,-13.473,1.0,0.374,0.485,7.81e-05,0.817,0.394,118.988
745,0.479,0.558,11.0,-6.074,1.0,0.179,0.227,0.0,0.0808,0.8,83.465
746,0.706,0.57,11.0,-7.129,1.0,0.0841,0.689,0.0698,0.288,0.96,115.864
747,0.721,0.339,0.0,-11.195,1.0,0.0532,0.409,0.00153,0.0973,0.2,129.83
748,0.421,0.0952,6.0,-12.561,1.0,0.0479,0.931,0.000201,0.126,0.0773,109.698
749,0.266,0.678,1.0,-12.364,1.0,0.508,0.769,9.37e-05,0.503,0.201,83.434
750,0.444,0.0924,0.0,-15.605,1.0,0.0366,0.784,0.0,0.304,0.219,108.917
751,0.827,0.673,5.0,-8.401,0.0,0.23,0.192,0.00136,0.146,0.779,78.007
752,0.572,0.209,8.0,-10.413,1.0,0.0313,0.765,0.0,0.356,0.446,80.069
753,0.513,0.131,0.0,-12.787,1.0,0.467,0.983,0.00414,0.12,0.814,105.808
754,0.544,0.552,9.0,-7.45,1.0,0.0991,0.67,4.57e-05,0.415,0.554,159.738
755,0.543,0.394,8.0,-9.637,1.0,0.0864,0.695,0.000239,0.108,0.118,137.811
756,0.567,0.388,9.0,-9.579,0.0,0.0384,0.782,0.000309,0.248,0.452,116.362
757,0.762,0.573,2.0,-7.479,1.0,0.0262,0.00246,3.65e-05,0.269,0.513,90.982
758,0.376,0.563,0.0,-8.249,0.0,0.0366,0.372,0.0331,0.952,0.275,186.449
759,0.66,0.666,9.0,-4.342,1.0,0.0472,0.0759,0.0,0.0268,0.933,89.975
760,0.81,0.582,5.0,-5.098,0.0,0.125,0.0862,0.00681,0.207,0.503,95.004
761,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958
762,0.785,0.554,0.0,-6.571,1.0,0.0409,0.283,3.4e-06,0.116,0.144,128.047
763,0.7,0.46,4.0,-8.111,0.0,0.0661,0.142,4.81e-05,0.111,0.286,151.901
764,0.804,0.763,2.0,-5.48,1.0,0.0519,0.0678,0.0,0.368,0.0585,136.052
765,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0
766,0.741,0.645,11.0,-5.116,0.0,0.0963,0.192,0.0,0.163,0.488,149.07
767,0.46,0.686,0.0,-5.948,0.0,0.0367,0.00146,0.0,0.375,0.252,148.054
768,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008
769,0.487,0.789,8.0,-3.69,1.0,0.044,0.00947,4.05e-06,0.189,0.0564,150.007
770,0.746,0.56,5.0,-9.02,0.0,0.0932,0.649,0.000577,0.107,0.172,91.988
771,0.58,0.469,8.0,-8.655,0.0,0.118,0.778,6.79e-05,0.099,0.289,176.019
772,0.754,0.37,6.0,-9.854,0.0,0.12,0.403,6.22e-05,0.107,0.228,114.941
773,0.512,0.598,9.0,-4.959,0.0,0.115,0.611,0.0,0.0881,0.345,70.189
774,0.399,0.491,6.0,-8.992,1.0,0.0714,0.631,0.0,0.171,0.356,94.542
775,0.333,0.859,6.0,-2.286,1.0,0.148,0.0185,0.0,0.22,0.125,86.882
776,0.416,0.824,1.0,-3.075,1.0,0.343,0.00391,0.0,0.104,0.417,85.433
777,0.395,0.922,1.0,-2.176,1.0,0.375,0.19,0.0,0.134,0.558,162.361
778,0.562,0.544,8.0,-5.065,1.0,0.369,0.536,0.0,0.17,0.231,159.517
779,0.683,0.695,1.0,-6.798,0.0,0.0574,0.393,0.00124,0.124,0.406,135.337
780,0.681,0.593,5.0,-9.327,1.0,0.0251,0.435,0.000117,0.106,0.731,115.058
781,0.678,0.53,0.0,-8.515,1.0,0.024,0.00987,0.000274,0.0437,0.678,91.779
782,0.894,0.507,7.0,-6.945,1.0,0.0564,0.221,0.0661,0.0642,0.916,114.216
783,0.602,0.444,2.0,-18.332,1.0,0.0444,0.451,0.634,0.928,0.725,98.954
784,0.595,0.389,4.0,-19.29,1.0,0.0328,0.515,0.414,0.738,0.691,108.556
785,0.528,0.349,9.0,-18.761,1.0,0.0302,0.474,0.497,0.628,0.642,76.097
786,0.446,0.484,4.0,-16.083,1.0,0.0756,0.351,0.824,0.611,0.739,153.905
787,0.412,0.46,1.0,-13.222,0.0,0.0336,0.118,0.411,0.719,0.604,102.135
788,0.24,0.615,2.0,-14.117,1.0,0.0677,0.171,0.0125,0.0801,0.768,166.657
789,0.458,0.909,1.0,-6.553,1.0,0.487,0.0567,4.26e-06,0.11,0.449,118.227
790,0.508,0.557,8.0,-8.967,0.0,0.0478,0.00235,0.0134,0.588,0.199,77.572
791,0.417,0.689,2.0,-8.302,0.0,0.178,0.575,0.0,0.496,0.505,79.568
792,0.621,0.73,5.0,-5.414,0.0,0.107,0.0967,0.000131,0.673,0.464,139.566
793,0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281
794,0.826,0.579,8.0,-8.241,0.0,0.0801,0.00881,0.0,0.129,0.431,121.075
795,0.467,0.672,10.0,-7.371,0.0,0.377,0.00559,0.243,0.607,0.0648,163.1
796,0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635
797,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541
798,0.598,0.856,9.0,-6.204,0.0,0.306,0.219,0.0,0.291,0.779,173.929
799,0.927,0.746,2.0,-5.341,1.0,0.15,0.112,0.0,0.13,0.818,103.008
800,0.763,0.85,7.0,-3.052,1.0,0.0417,0.0304,1.21e-06,0.371,0.761,91.519
801,0.85,0.676,5.0,-4.224,0.0,0.209,0.0785,3.95e-05,0.361,0.606,85.05
802,0.591,0.739,4.0,-6.451,1.0,0.429,0.141,0.0,0.48,0.613,172.414
803,0.594,0.538,1.0,-11.946,0.0,0.0653,0.587,0.00567,0.0903,0.354,80.023
804,0.679,0.586,9.0,-8.768,0.0,0.287,0.549,0.013,0.108,0.537,83.082
805,0.789,0.258,5.0,-11.759,1.0,0.104,0.168,0.00714,0.326,0.335,127.491
806,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004
807,0.793,0.498,8.0,-11.208,0.0,0.17,0.0974,1.26e-05,0.13,0.427,119.988
808,0.44,0.671,3.0,-10.598,0.0,0.477,0.764,0.0,0.212,0.479,83.078
809,0.813,0.563,7.0,-7.083,1.0,0.269,0.0293,0.0,0.125,0.761,83.009
810,0.768,0.62,2.0,-7.399,1.0,0.0658,0.139,0.0,0.521,0.589,132.035
811,0.798,0.465,9.0,-10.412,0.0,0.0981,0.411,0.224,0.323,0.348,104.96
812,0.795,0.596,11.0,-3.799,0.0,0.219,0.103,0.0,0.164,0.357,101.985
813,0.471,0.836,1.0,-6.516,0.0,0.12,0.543,0.00949,0.121,0.38,112.074
814,0.532,0.768,4.0,-8.698,0.0,0.0551,0.8,2.01e-05,0.377,0.698,116.026
815,0.252,0.827,9.0,-6.336,1.0,0.0406,0.0292,0.508,0.173,0.475,157.725
816,0.588,0.488,0.0,-8.462,0.0,0.03,0.325,0.0139,0.18,0.328,104.717
817,0.434,0.653,1.0,-6.969,0.0,0.0324,0.693,0.0421,0.177,0.625,105.09
818,0.349,0.866,11.0,-6.676,0.0,0.112,0.0361,0.0406,0.216,0.488,167.951
819,0.365,0.466,2.0,-7.514,1.0,0.0418,0.161,6.68e-06,0.106,0.487,95.163
820,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
821,0.665,0.542,11.0,-8.323,0.0,0.033,0.123,0.00291,0.342,0.587,97.975
822,0.762,0.508,3.0,-9.112,1.0,0.0919,0.0584,0.00126,0.16,0.37,93.51
823,0.673,0.463,2.0,-7.247,1.0,0.191,0.681,4.9e-06,0.0907,0.268,147.981
824,0.574,0.37,10.0,-10.803,1.0,0.0841,0.634,9.4e-05,0.0986,0.354,83.162
825,0.386,0.406,11.0,-10.419,1.0,0.0425,0.832,0.0597,0.171,0.205,78.616
826,0.618,0.693,1.0,-7.889,0.0,0.333,0.44,0.759,0.101,0.439,143.98
827,0.776,0.445,9.0,-8.574,1.0,0.0371,0.212,0.00409,0.124,0.405,109.981
828,0.729,0.545,0.0,-7.818,1.0,0.0316,0.0174,0.000274,0.369,0.514,103.012
829,0.772,0.483,6.0,-10.06,0.0,0.0564,0.0521,0.000375,0.377,0.479,120.005
830,0.697,0.551,11.0,-8.833,1.0,0.0815,0.258,0.00551,0.124,0.219,89.0
831,0.788,0.427,5.0,-9.918,0.0,0.308,0.0649,3.62e-05,0.171,0.605,97.038
832,0.692,0.552,0.0,-9.543,0.0,0.0497,0.0503,0.165,0.136,0.15,98.028
833,0.432,0.52,1.0,-5.515,0.0,0.0548,0.277,0.371,0.138,0.303,164.047
834,0.655,0.606,7.0,-10.385,1.0,0.0285,0.0603,0.0789,0.0757,0.765,110.061
835,0.549,0.725,1.0,-7.239,1.0,0.397,0.0539,3.52e-05,0.148,0.547,108.822
836,0.48,0.61,0.0,-7.042,1.0,0.305,0.0456,0.0,0.313,0.297,90.034
837,0.559,0.578,8.0,-9.54,1.0,0.151,0.79,0.000522,0.324,0.239,79.938
838,0.706,0.485,8.0,-9.671,1.0,0.331,0.337,0.0,0.122,0.144,115.414
839,0.558,0.559,6.0,-9.222,1.0,0.0959,0.371,7.49e-06,0.109,0.62,78.558
840,0.743,0.347,1.0,-11.174,1.0,0.121,0.167,0.00951,0.103,0.572,160.143
841,0.355,0.298,8.0,-12.277,1.0,0.0581,0.31,0.00266,0.185,0.0714,115.823
842,0.498,0.292,5.0,-10.656,1.0,0.031,0.511,1.9e-05,0.256,0.348,68.963
843,0.395,0.409,6.0,-8.58,1.0,0.056,0.708,1.62e-05,0.0982,0.193,74.088
844,0.51,0.363,5.0,-8.635,1.0,0.0304,0.853,0.0,0.109,0.426,78.0
845,0.198,0.162,1.0,-15.815,1.0,0.0343,0.926,0.00896,0.135,0.0527,70.453
846,0.543,0.327,0.0,-12.749,1.0,0.0625,0.933,1.22e-06,0.685,0.291,68.974
847,0.524,0.364,7.0,-10.209,1.0,0.0367,0.808,0.0,0.1,0.436,75.24
848,0.658,0.294,4.0,-8.533,0.0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038
849,0.391,0.415,0.0,-11.665,1.0,0.0398,0.573,0.00188,0.242,0.0789,99.035
850,0.514,0.204,11.0,-8.917,0.0,0.0665,0.66,0.00457,0.262,0.247,123.111
